patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Tulare,2016,18,INFECTIOUS & PARASITIC DISEASES,2200,,
Tulare,2016,19,MENTAL DISEASES & DISORDERS,1315,,
Tulare,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,214,,
Tulare,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",588,,
Tulare,2016,22,BURNS,33,,
Tulare,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,840,,
Tulare,2016,24,MULTIPLE SIGNFICANT TRAUMA,151,,
Tulare,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,29,,
Tulare,2017,0,UNGROUPABLE,1,,
Tulare,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2779,,
Tulare,2017,2,"EYE, DISEASES & DISORDERS",33,,
Tulare,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",423,,
Tulare,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3835,,
Tulare,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4920,,
Tulare,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3380,,
Tulare,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1510,,
Tulare,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4081,,
Tulare,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",990,,
Tulare,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1866,,
Tulare,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1899,,
Tulare,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",191,,
Tulare,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",524,,
Tulare,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7575,,
Tulare,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7349,,
Tulare,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",390,,
Tulare,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,406,,
Tulare,2017,18,INFECTIOUS & PARASITIC DISEASES,2628,,
Tulare,2017,19,MENTAL DISEASES & DISORDERS,1476,,
Tulare,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,205,,
Tulare,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",596,,
Tulare,2017,22,BURNS,48,,
Tulare,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,481,,
Tulare,2017,24,MULTIPLE SIGNFICANT TRAUMA,145,,
Tulare,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,27,,
Tulare,2018,0,UNGROUPABLE,3,,
Tulare,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2771,,
Tulare,2018,2,"EYE, DISEASES & DISORDERS",39,,
Tulare,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",362,,
Tulare,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3408,,
Tulare,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4711,,
Tulare,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3143,,
Tulare,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1412,,
Tulare,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4069,,
Tulare,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",860,,
Tulare,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1676,,
Tulare,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1733,,
Tulare,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",166,,
Tulare,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",492,,
Tulare,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7267,,
Tulare,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,5740,,
Tulare,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",377,,
Tulare,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,326,,
Tulare,2018,18,INFECTIOUS & PARASITIC DISEASES,2872,,
Tulare,2018,19,MENTAL DISEASES & DISORDERS,1280,,
Tulare,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,245,,
Tulare,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",550,,
Tulare,2018,22,BURNS,48,,
Tulare,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,491,,
Tulare,2018,24,MULTIPLE SIGNFICANT TRAUMA,183,,
Tulare,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,26,,
Tuolumne,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",448,,
Tuolumne,2012,2,"EYE, DISEASES & DISORDERS",9,,
Tuolumne,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",62,,
Tuolumne,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",606,,
Tuolumne,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",821,,
Tuolumne,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",583,,
Tuolumne,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",210,,
Tuolumne,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",911,,
Tuolumne,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",146,,
Tuolumne,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",146,,
Tuolumne,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",248,,
Tuolumne,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",17,,
Tuolumne,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",98,,
Tuolumne,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",488,,
Tuolumne,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,479,,
Tuolumne,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",56,,
Tuolumne,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,53,,
Tuolumne,2012,18,INFECTIOUS & PARASITIC DISEASES,369,,
Tuolumne,2012,19,MENTAL DISEASES & DISORDERS,253,,
Tuolumne,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,30,,
Tuolumne,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",140,,
Tuolumne,2012,22,BURNS,10,,
Tuolumne,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,201,,
Tuolumne,2012,24,MULTIPLE SIGNFICANT TRAUMA,24,,
Tuolumne,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,5,,
Tuolumne,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",425,,
Tuolumne,2013,2,"EYE, DISEASES & DISORDERS",2,,
Tuolumne,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",75,,
Tuolumne,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",674,,
Tuolumne,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",750,,
Tuolumne,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",618,,
Tuolumne,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",196,,
Tuolumne,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",922,,
Tuolumne,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",151,,
Tuolumne,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",138,,
Tuolumne,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",256,,
Tuolumne,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",8,,
Tuolumne,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",103,,
Tuolumne,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",476,,
Tuolumne,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,491,,
Tuolumne,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",49,,
Tuolumne,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,59,,
Tuolumne,2013,18,INFECTIOUS & PARASITIC DISEASES,469,,
Tuolumne,2013,19,MENTAL DISEASES & DISORDERS,238,,
Tuolumne,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,31,,
Tuolumne,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",147,,
Tuolumne,2013,22,BURNS,4,,
Tuolumne,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,128,,
Tuolumne,2013,24,MULTIPLE SIGNFICANT TRAUMA,17,,
Tuolumne,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,5,,
Tuolumne,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",384,,
Tuolumne,2014,2,"EYE, DISEASES & DISORDERS",7,,
Tuolumne,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",51,,
Tuolumne,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",620,,
Tuolumne,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",696,,
Tuolumne,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",633,,
Tuolumne,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",225,,
Tuolumne,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",881,,
Tuolumne,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",148,,
Tuolumne,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",194,,
Tuolumne,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",262,,
Tuolumne,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",14,,
Tuolumne,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",87,,
Tuolumne,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",474,,
Tuolumne,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,475,,
Tuolumne,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",48,,
Tuolumne,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,51,,
Tuolumne,2014,18,INFECTIOUS & PARASITIC DISEASES,543,,
Tuolumne,2014,19,MENTAL DISEASES & DISORDERS,206,,
Tuolumne,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,40,,
Tuolumne,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",134,,
Tuolumne,2014,22,BURNS,1,,
Tuolumne,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,100,,
Tuolumne,2014,24,MULTIPLE SIGNFICANT TRAUMA,18,,
Tuolumne,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
Tuolumne,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",411,,
Tuolumne,2015,2,"EYE, DISEASES & DISORDERS",8,,
Tuolumne,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",50,,
Tuolumne,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",693,,
Tuolumne,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",700,,
Tuolumne,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",550,,
Tuolumne,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",220,,
Tuolumne,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",904,,
Tuolumne,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",182,,
Tuolumne,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",211,,
Tuolumne,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",258,,
Tuolumne,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
Tuolumne,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",63,,
Tuolumne,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",481,,
Tuolumne,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,489,,
Tuolumne,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",58,,
Tuolumne,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,32,,
Tuolumne,2015,18,INFECTIOUS & PARASITIC DISEASES,587,,
Tuolumne,2015,19,MENTAL DISEASES & DISORDERS,221,,
Tuolumne,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,40,,
Tuolumne,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",129,,
Tuolumne,2015,22,BURNS,4,,
Tuolumne,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,110,,
Tuolumne,2015,24,MULTIPLE SIGNFICANT TRAUMA,23,,
Tuolumne,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
Tuolumne,2016,0,UNGROUPABLE,2,,
Tuolumne,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",410,,
Tuolumne,2016,2,"EYE, DISEASES & DISORDERS",6,,
Tuolumne,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",57,,
Tuolumne,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",635,,
Tuolumne,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",710,,
Tuolumne,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",580,,
Tuolumne,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",204,,
Tuolumne,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",983,,
Tuolumne,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",165,,
Tuolumne,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",182,,
Tuolumne,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",263,,
Tuolumne,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",19,,
Tuolumne,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",54,,
Tuolumne,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",456,,
Tuolumne,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,476,,
Tuolumne,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",44,,
Tuolumne,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,53,,
Tuolumne,2016,18,INFECTIOUS & PARASITIC DISEASES,499,,
Tuolumne,2016,19,MENTAL DISEASES & DISORDERS,193,,
Tuolumne,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,37,,
Tuolumne,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",120,,
Tuolumne,2016,22,BURNS,4,,
Tuolumne,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,58,,
Tuolumne,2016,24,MULTIPLE SIGNFICANT TRAUMA,17,,
Tuolumne,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",397,,
Tuolumne,2017,2,"EYE, DISEASES & DISORDERS",4,,
Tuolumne,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",56,,
Tuolumne,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",603,,
Tuolumne,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",721,,
Tuolumne,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",511,,
Tuolumne,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",175,,
Tuolumne,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",986,,
Tuolumne,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",141,,
Tuolumne,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",157,,
Tuolumne,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",270,,
Tuolumne,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",15,,
Tuolumne,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",40,,
Tuolumne,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",467,,
Tuolumne,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,500,,
Tuolumne,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",36,,
Tuolumne,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,50,,
Tuolumne,2017,18,INFECTIOUS & PARASITIC DISEASES,642,,
Tuolumne,2017,19,MENTAL DISEASES & DISORDERS,195,,
Tuolumne,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,29,,
Tuolumne,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",107,,
Tuolumne,2017,22,BURNS,4,,
Tuolumne,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,49,,
Tuolumne,2017,24,MULTIPLE SIGNFICANT TRAUMA,16,,
Tuolumne,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
Tuolumne,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",388,,
Tuolumne,2018,2,"EYE, DISEASES & DISORDERS",9,,
Tuolumne,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",48,,
Tuolumne,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",456,,
Tuolumne,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",708,,
Tuolumne,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",456,,
Tuolumne,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",212,,
Tuolumne,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",884,,
Tuolumne,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",88,,
Tuolumne,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",193,,
Tuolumne,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",237,,
Tuolumne,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",11,,
Tuolumne,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",35,,
Tuolumne,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",447,,
Tuolumne,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,460,,
Tuolumne,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",34,,
Tuolumne,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,39,,
Tuolumne,2018,18,INFECTIOUS & PARASITIC DISEASES,616,,
Tuolumne,2018,19,MENTAL DISEASES & DISORDERS,213,,
Tuolumne,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,37,,
Tuolumne,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",120,,
Tuolumne,2018,22,BURNS,9,,
Tuolumne,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,58,,
Tuolumne,2018,24,MULTIPLE SIGNFICANT TRAUMA,19,,
Tuolumne,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
Ventura,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4199,,
Ventura,2012,2,"EYE, DISEASES & DISORDERS",108,,
Ventura,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",734,,
Ventura,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",5375,,
Ventura,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",8367,,
Ventura,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",7383,,
Ventura,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2413,,
Ventura,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7753,,
Ventura,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1767,,
Ventura,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2410,,
Ventura,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2928,,
Ventura,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",511,,
Ventura,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1629,,
Ventura,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",11396,,
Ventura,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,10819,,
Ventura,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",831,,
Ventura,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,902,,
Ventura,2012,18,INFECTIOUS & PARASITIC DISEASES,3245,,
Ventura,2012,19,MENTAL DISEASES & DISORDERS,4054,,
Ventura,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1253,,
Ventura,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1012,,
Ventura,2012,22,BURNS,67,,
Ventura,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1833,,
Ventura,2012,24,MULTIPLE SIGNFICANT TRAUMA,171,,
Ventura,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,48,,
Ventura,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4104,,
Ventura,2013,2,"EYE, DISEASES & DISORDERS",84,,
Ventura,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",695,,
Ventura,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",5350,,
Ventura,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",7599,,
Ventura,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6950,,
Ventura,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2339,,
Ventura,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7835,,
Ventura,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1633,,
Ventura,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2249,,
Ventura,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2708,,
Ventura,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",434,,
Ventura,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1553,,
Ventura,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",11071,,
Ventura,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,10268,,
Ventura,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",731,,
Ventura,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,773,,
Ventura,2013,18,INFECTIOUS & PARASITIC DISEASES,3722,,
Ventura,2013,19,MENTAL DISEASES & DISORDERS,4170,,
Ventura,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1220,,
Ventura,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1021,,
Ventura,2013,22,BURNS,59,,
Ventura,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1880,,
Ventura,2013,24,MULTIPLE SIGNFICANT TRAUMA,178,,
Ventura,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,35,,
Ventura,2014,0,UNGROUPABLE,3,,
Ventura,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4140,,
Ventura,2014,2,"EYE, DISEASES & DISORDERS",70,,
Ventura,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",620,,
Ventura,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4931,,
Ventura,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",7134,,
Ventura,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",6585,,
